"","x"
"7110","9414"
"7111","100885775"
"7112","9413"
"7113","320"
"7114","23137"
"7115","23670"
"7116","51104"
"7117","138199"
"7118","5125"
"7119","55312"
"7120","653162"
"7121","2650"
"7122","23230"
"7123","7091"
"7124","7088"
"7125","29979"
"7126","80318"
"7127","55582"
"7128","3190"
"7129","64078"
"7130","4915"
"7131","23287"
"7132","60560"
"7133","81689"
"7134","440173"
"7135","1612"
"7136","1514"
"7137","10912"
"7138","549"
"7139","10558"
"7140","3376"
"7141","54829"
"7142","64768"
"7143","100128361"
"7144","23299"
"7145","138649"
"7146","445577"
"7147","158293"
"7148","23196"
"7149","138639"
"7150","54754"
"7151","101928099"
"7152","2176"
"7153","100128782"
"7154","375748"
"7155","22927"
"7156","8555"
"7157","195827"
"7158","22869"
"7159","84278"
"7160","158427"
"7161","4686"
"7162","10541"
"7163","54187"
"7164","9830"
"7165","203286"
"7166","79695"
"7167","1306"
"7168","7046"
"7169","85365"
"7170","10952"
"7171","55014"
"7172","23071"
"7173","27130"
"7174","54881"
"7175","8577"
"7176","54534"
"7177","56254"
"7178","25934"
"7179","55335"
"7180","19"
"7181","26134"
"7182","105376204"
"7183","9314"
"7184","8518"
"7185","8727"
"7186","445815"
"7187","7295"
"7188","23392"
"7189","158399"
"7190","22949"
"7191","548645"
"7192","2790"
"7193","7357"
"7194","9991"
"7195","84263"
"7196","169834"
"7197","1318"
"7198","9128"
"7199","114987"
"7200","114991"
"7201","85301"
"7202","9550"
"7203","203197"
"7204","5069"
"7205","22954"
"7206","7099"
"7207","1955"
"7208","253039"
"7209","7185"
"7210","727"
"7211","11064"
"7212","2934"
"7213","2040"
"7214","153090"
"7215","158135"
"7216","5742"
"7217","5082"
"7218","54542"
"7219","10773"
"7220","57684"
"7221","23637"
"7222","81571"
"7223","55342"
"7224","10783"
"7225","100129034"
"7226","2649"
"7227","11224"
"7228","5537"
"7229","26130"
"7230","79109"
"7231","89853"
"7232","23099"
"7233","9649"
"7234","23452"
"7235","29988"
"7236","7633"
"7237","6136"
"7238","90678"
"7239","138428"
"7240","27433"
"7241","1025"
"7242","2356"
"7243","203"
"7244","30815"
"7245","27090"
"7246","399665"
"7247","114789"
"7248","100289019"
"7249","80142"
"7250","79095"
"7251","25792"
"7252","1759"
"7253","375757"
"7254","26995"
"7255","51117"
"7256","10999"
"7257","2733"
"7258","89891"
"7259","10444"
"7260","56262"
"7261","254295"
"7262","22845"
"7263","23511"
"7264","56904"
"7265","84895"
"7266","57171"
"7267","5524"
"7268","389792"
"7269","140459"
"7270","27348"
"7271","1861"
"7272","10868"
"7273","57720"
"7274","23413"
"7275","445"
"7276","100272217"
"7277","8939"
"7278","25"
"7279","84929"
"7280","84726"
"7281","10585"
"7282","83549"
"7283","2889"
"7284","9442"
"7285","64794"
"7286","9329"
"7287","7248"
"7288","9328"
"7289","1056"
"7290","5900"
"7291","6130"
"7292","6834"
"7293","6836"
"7294","11093"
"7295","11182"
"7296","7410"
"7297","8019"
"7298","11091"
"7299","6256"
"7300","138162"
"7301","157922"
"7302","10422"
"7303","138151"
"7304","169714"
"7305","26086"
"7306","728489"
"7307","6621"
"7308","10807"
"7309","23203"
"7310","56623"
"7311","9919"
"7312","10555"
"7313","138311"
"7314","84960"
"7315","100131193"
"7316","55684"
"7317","29085"
"7318","8721"
"7319","7186"
"7320","54461"
"7321","286256"
"7322","286257"
"7323","91373"
"7324","11253"
"7325","29882"
"7326","94107"
"7327","727800"
"7328","375791"
"7329","142680"
"7330","10383"
"7331","25920"
"7332","54932"
"7333","10811"
"7334","64975"
"7335","92714"
"7336","8225"
"7337","283981"
"7338","293"
"7339","105373102"
"7340","751580"
"7341","80161"
"7342","8623"
"7343","401577"
"7344","8908"
"7345","414"
"7346","5613"
"7347","389906"
"7348","8226"
"7349","412"
"7350","3730"
"7351","6907"
"7352","4935"
"7353","357"
"7354","55841"
"7355","1183"
"7356","10943"
"7357","6399"
"7358","57393"
"7359","340591"
"7360","11238"
"7361","8905"
"7362","56474"
"7363","94056"
"7364","55787"
"7365","5931"
"7366","9185"
"7367","4810"
"7368","5256"
"7369","389840"
"7370","30011"
"7371","1964"
"7372","22866"
"7373","6611"
"7374","10549"
"7375","23597"
"7376","6303"
"7377","1968"
"7378","7543"
"7379","5422"
"7380","2710"
"7381","257397"
"7382","83604"
"7383","5638"
"7384","7504"
"7385","8406"
"7386","7102"
"7387","54880"
"7388","9282"
"7389","8239"
"7390","8573"
"7391","4128"
"7392","4129"
"7393","80258"
"7394","101927574"
"7395","55634"
"7396","641339"
"7397","56548"
"7398","84679"
"7399","7317"
"7400","8552"
"7401","5127"
"7402","8237"
"7403","7076"
"7404","8409"
"7405","57232"
"7406","64840"
"7407","10682"
"7408","5935"
"7409","10013"
"7410","27344"
"7411","10245"
"7412","11040"
"7413","55593"
"7414","3750"
"7415","11230"
"7416","11152"
"7417","5355"
"7418","4007"
"7419","89801"
"7420","139189"
"7421","57477"
"7422","55190"
"7423","81557"
"7424","728239"
"7425","727866"
"7426","29057"
"7427","64061"
"7428","3028"
"7429","10075"
"7430","23133"
"7431","54954"
"7432","90121"
"7433","54552"
"7434","10916"
"7435","100463488"
"7436","158880"
"7437","11279"
"7438","550643"
"7439","442454"
"7440","158586"
"7441","7789"
"7442","23229"
"7443","139285"
"7444","340554"
"7445","81887"
"7446","4478"
"7447","367"
"7448","4983"
"7449","286451"
"7450","1947"
"7451","64219"
"7452","3476"
"7453","51248"
"7454","54857"
"7455","105373244"
"7456","4303"
"7457","340527"
"7458","441502"
"7459","340526"
"7460","392490"
"7461","5303"
"7462","6191"
"7463","5255"
"7464","139201"
"7465","7503"
"7466","51132"
"7467","22"
"7468","158866"
"7469","57692"
"7470","546"
"7471","1349"
"7472","27330"
"7473","139322"
"7474","7552"
"7475","4675"
"7476","286499"
"7477","1730"
"7478","64102"
"7479","7105"
"7480","27286"
"7481","402415"
"7482","59353"
"7483","1821"
"7484","54457"
"7485","695"
"7486","3188"
"7487","51566"
"7488","9823"
"7489","100528062"
"7490","56271"
"7491","27018"
"7492","85012"
"7493","9338"
"7494","51209"
"7495","286527"
"7496","401612"
"7497","644353"
"7498","203447"
"7499","5631"
"7500","1831"
"7501","11043"
"7502","1288"
"7503","1287"
"7504","2182"
"7505","105373311"
"7506","9949"
"7507","57631"
"7508","54521"
"7509","170261"
"7510","10857"
"7511","100303728"
"7512","292"
"7513","7319"
"7514","55922"
"7515","23157"
"7516","7737"
"7517","10009"
"7518","3920"
"7519","29071"
"7520","331"
"7521","10178"
"7522","6594"
"7523","9131"
"7524","55609"
"7525","286467"
"7526","101928578"
"7527","3251"
"7528","159091"
"7529","56180"
"7530","441518"
"7531","8933"
"7532","7626"
"7533","93380"
"7534","10479"
"7535","2273"
"7536","27336"
"7537","158696"
"7538","286410"
"7539","23641"
"7540","2332"
"7541","2334"
"7542","3423"
"7543","100131434"
"7544","541578"
"7545","100272228"
"7546","10046"
"7547","4534"
"7548","8776"
"7549","83692"
"7550","9248"
"7551","203547"
"7552","79057"
"7553","2564"
"7554","1069"
"7555","50814"
"7556","10838"
"7557","55559"
"7558","633"
"7559","92002"
"7560","10134"
"7561","215"
"7562","3421"
"7563","393"
"7564","8260"
"7565","8269"
"7566","3654"
"7567","2316"
"7568","2010"
"7569","6134"
"7570","1774"
"7571","6901"
"7572","158960"
"7573","537"
"7574","2664"
"7575","55558"
"7576","8270"
"7577","8266"
"7578","60343"
"7579","8517"
"7580","1736"
"7581","4354"
"7582","8263"
"7583","65991"
"7584","79184"
"7585","7411"
"7586","101927830"
"7587","474383"
"7588","474384"
"7589","55217"
"7590","10251"
"7591","105379416"
"7592","6192"
"7593","7544"
"7594","5616"
"7595","64595"
"7596","8287"
"7597","8653"
"7598","7404"
"7599","22829"
"7600","246126"
"7601","8284"
"7602","9086"
